_id,PracticeCode,GPPracticeName,PracticeListSize,AddressLine1,AddressLine2,AddressLine3,AddressLine4,Postcode,TelephoneNumber,PracticeType,Dispensing,HB,HSCP,DataZone,GPCluster
699,70930,The Pentlands Medical Practice,14039,The Pentlands Medical Practice,Pentland Medical Centre,44 Pentland View,Currie,EH14 5QB,0131 449  2142,17J,N,S08000024,S37000012,S01008430,Edinburgh South West - Pentlands
700,70963,Edinburgh Access Practice,754,Edinburgh Access Practice,The Access Place,6 South Gray's Close,Edinburgh,EH1 1NA,0131 240  2810,2C,N,S08000024,S37000012,S01008679,Edinburgh South East - South
701,70978,Wester Hailes Medical Practice,7441,Wester Hailes Medical Practice,Wester Hailes Healthy Living Centre,30 Harvesters Way,Edinburgh,EH14 3JF,0131 453  9250,2C,N,S08000024,S37000012,S01008451,Edinburgh South West - Canal
702,70982,The Victoria Practice,5493,The Victoria Practice,Leith Community Treatment Centre,12 Junction Place,Edinburgh,EH6 5JA,0131 465  2950,17J,N,S08000024,S37000012,S01008790,Edinburgh North East - Leith
703,70997,Slateford Medical Practice,10672,Slateford Medical Practice,27 Gorgie Park Close,Edinburgh,"",EH14 1NQ,0131 442  8700,17J,N,S08000024,S37000012,S01008492,Edinburgh South West - Canal
704,71011,Polwarth Medical Practice,5400,Polwarth Medical Practice,Tollcross Health Centre,10 Ponton Street,Edinburgh,EH3 9QQ,0131 536  9898,2C,N,S08000024,S37000012,S01008665,Edinburgh South West - Canal
705,71025,Murrayfield Medical Centre,7641,Murrayfield Medical Centre,35 Saughton Crescent,Edinburgh,"",EH12 5SS,0131 337  2166,17C,N,S08000024,S37000012,S01008880,Edinburgh North West - Tower
706,71082,Springwell Medical Group,10953,Springwell Medical Group,Springwell Medical Centre,39 Ardmillan Terrace,Edinburgh,EH11 2JL,0131 347  1860,17J,N,S08000024,S37000012,S01008498,Edinburgh South West - Canal
707,71097,Firrhill Medical Centre,5532,Firrhill Medical Centre,Allermuir Health Centre,165 Colinton Mains Drive,Edinburgh,EH13 9AF,0131 441  3119,17J,N,S08000024,S37000012,S01008526,Edinburgh South West - Pentlands
708,71114,Leith Mount Surgery,11460,Leith Mount Surgery,2 Lindsay Street,Edinburgh,"",EH6 4EG,0131 561  1900,17J,N,S08000024,S37000012,S01008774,Edinburgh North East - Leith
709,71129,Cramond Medical Practice,8629,Cramond Medical Practice,2 Cramond Glebe Road,Edinburgh,"",EH4 6NS,0131 336  5432,17C,N,S08000024,S37000012,S01008941,Edinburgh North West - Tower
710,71171,Challenging Behaviour General Practice,26,Challenging Behaviour General Practice,Boroughloch Medical Centre,1 Meadow Place,Edinburgh,EH9 1JZ,0131 229  7529,2C,N,S08000024,S37000012,S01008614,Edinburgh South East - North
711,71222,Gilmore Medical Practice,8024,Gilmore Medical Practice,Tollcross Health Centre,Ponton Street,Edinburgh,EH3 9QQ,0131 536  9800,17J,N,S08000024,S37000012,S01008665,Edinburgh South West - Canal
712,71326,The Group Practice - Eyre,10141,The Group Practice - Eyre,31 Eyre Crescent,Edinburgh,"",EH3 5EU,0131 556  8842,17C,N,S08000024,S37000012,S01008856,Edinburgh North West - Bridge
713,71364,Mill Lane Surgery,5908,Mill Lane Surgery,4 Mill Lane,Edinburgh,"",EH6 6TL,0131 554  1274,2C,N,S08000024,S37000012,S01008788,Edinburgh North East - Leith
714,71379,Boroughloch Medical Practice,8658,Boroughloch Medical Practice,1 Meadow Place,Edinburgh,"",EH9 1JZ,0131 229  7529,17J,N,S08000024,S37000012,S01008614,Edinburgh South East - North
715,71398,Links Medical Centre,6587,Links Medical Centre,4 Hermitage Place,Edinburgh,"",EH6 8BW,0131 554  1036,2C,N,S08000024,S37000012,S01008792,Edinburgh North East - Leith
716,71401,Parkgrove Medical Practice,3583,Parkgrove Medical Practice,22B Parkgrove Terrace,Edinburgh,"",EH4 7NX,0131 312  6600,2C,N,S08000024,S37000012,S01008949,Edinburgh North West - Tower
717,71420,Ratho Medical Practice,3025,Ratho Medical Practice,14a Wilkieston Road,Ratho,Newbridge,EH28 8RH,0131 333  0600,17J,N,S08000024,S37000012,S01008994,Edinburgh South West - Pentlands
718,71434,Barclay Medical Practice East Craigs,9047,Barclay Medical Practice East Craigs,10 Bughtlin Market,East Craigs,Edinburgh,EH12 8XP,0131 339  6670,17J,N,S08000024,S37000012,S01008958,Edinburgh North West - Tower
719,71449,Hermitage Medical Practice,7358,Hermitage Medical Practice,5/6 Hermitage Terrace,Edinburgh,"",EH10 4RP,0131 447  6277,17J,N,S08000024,S37000012,S01008627,Edinburgh South East - North
720,76000,Tyne Medical Practice,6663,Tyne Medical Practice,Newton Port Surgery,Newton Port,Haddington,EH41 3NF,01620   823   183,17J,N,S08000024,S37000010,S01008256,East Lothian East
721,76029,Gullane Medical Practice,5824,Gullane Medical Practice,Gullane Medical Centre,Hamilton Road,Gullane,EH31 2HP,01620   842   171,17J,N,S08000024,S37000010,S01008263,East Lothian East
722,76033,Riverside Medical Practice LLP,19695,Riverside Medical Practice LLP,Musselburgh Primary Care Centre,Inveresk Road,Musselburgh,EH21 7BP,03007   90    6266,17C,N,S08000024,S37000010,S01008176,East Lothian West
723,76052,The Harbours Medical Practice,9786,The Harbours Medical Practice,The Health Centre,Avenue Road,"Cockenzie, East Lothian",EH32 0JU,03007   90    6244,17J,N,S08000024,S37000010,S01008210,East Lothian West
724,76071,Lammermuir Medical Practice,5304,Lammermuir Medical Practice,Newton Port Surgery,Newton Port,Haddington,EH41 3NF,01620   82    5051,17J,N,S08000024,S37000010,S01008256,East Lothian East
725,76086,Whitesands Medical Practice,4982,Whitesands Medical Practice,Dunbar Medical Centre,Queens Road,Dunbar,EH42 1EE,01368   863   226,17J,N,S08000024,S37000010,S01008291,East Lothian East
726,76103,The Orchard Medical Practice,5426,The Orchard Medical Practice,Newton Port Surgery,Newton Port,Haddington,EH41 3NF,01620   825   497,17J,N,S08000024,S37000010,S01008256,East Lothian East
727,76122,Prestonpans Group Practice,9368,Prestonpans Group Practice,Prestonpans Health Centre,Preston Road,Prestonpans,EH32 9QS,01875   810   736,17J,N,S08000024,S37000010,S01008204,East Lothian West
728,76137,North Berwick Group Practice,9610,North Berwick Group Practice,North Berwick Health Centre,54 St. Baldred's Road,North Berwick,EH39 4PU,01620   892   169,17J,N,S08000024,S37000010,S01008273,East Lothian East
729,76141,Inveresk Medical Practice,9497,Inveresk Medical Practice,Musselburgh Primary Care Centre,Inveresk Road,Musselburgh,EH21 7BP,0131 446  4003,17C,N,S08000024,S37000010,S01008176,East Lothian West
730,76161,Lauderdale Medical Practice,4237,Lauderdale Medical Practice,Dunbar Medical Centre,Queens Road,Dunbar,EH42 1EE,01368   861   435,17J,N,S08000024,S37000010,S01008291,East Lothian East
731,76180,Cromwell Harbour Medical Practice,4905,Cromwell Harbour Medical Practice,Dunbar Medical Centre,Queens Road,Dunbar,EH42 1EE,01368   861   401,17J,N,S08000024,S37000010,S01008291,East Lothian East
732,76194,East Linton Surgery,2898,East Linton Surgery,The Surgery,Station Road,East Linton,EH40 3DP,01620   860   204,17J,N,S08000024,S37000010,S01008280,East Lothian East
733,76211,Ormiston Medical Practice,4108,Ormiston Medical Practice,Tynemount Road,Ormiston,"",EH35 5AB,01875   610   248,17J,N,S08000024,S37000010,S01008237,East Lothian West
734,76226,Tranent Medical Practice,14058,Tranent Medical Practice,The Health Centre,Loch Road,Tranent,EH33 2JX,03007   90    6277,17J,N,S08000024,S37000010,S01008226,East Lothian West
735,77036,Eastfield Medical Practice,6048,Eastfield Medical Practice,Eastfield Farm Road,Penicuik,"",EH26 8EZ,01968   675   576,17J,N,S08000024,S37000018,S01010945,Midlothian
736,77055,Dalhousie Medical Practice,8914,Dalhousie Medical Practice,The Health Centre,109-111 High Street,Bonnyrigg,EH19 2ET,0131 370  3999,17J,N,S08000024,S37000018,S01010983,Midlothian
737,77074,Quarryfoot Practice,4710,Quarryfoot Practice,Health Centre,109-111 High Street,Bonnyrigg,EH19 2ET,0131 370  3939,17J,N,S08000024,S37000018,S01010983,Midlothian
738,77093,Roslin Medical Practice,7223,Roslin Medical Practice,122 Penicuik Road,Roslin,"",EH25 9NT,0131 440  2043,17J,N,S08000024,S37000018,S01010957,Midlothian
739,77106,Newbattle Medical Practice,18706,Newbattle Medical Practice,Blackcot,Mayfield,Midlothian,EH22 4AA,0131 663  1051,17J,N,S08000024,S37000018,S01011031,Midlothian
740,77111,Penicuik Medical Practice,11524,Penicuik Medical Practice,The Health Centre,37 Imrie Place,Penicuik,EH26 8LF,01968   672   612,17J,N,S08000024,S37000018,S01010936,Midlothian
741,77125,Pathhead Medical Practice,6289,Pathhead Medical Practice,Pathhead Medical Centre,210 Main Street,Pathhead,EH37 5PP,01875   320   302,17J,N,S08000024,S37000018,S01011019,Midlothian
742,77159,Newbyres Medical Group,8274,Newbyres Medical Group,15 Hunterfield Road,Gorebridge,"",EH23 4TP,01875   820   405,17J,N,S08000024,S37000018,S01011042,Midlothian
743,77197,Dalkeith Medical Practice,10111,Dalkeith Medical Practice,The Health Centre,24-26 St Andrew Street,Dalkeith,EH22 1AP,0131 561  5500,17J,N,S08000024,S37000018,S01011010,Midlothian
744,77200,Danderhall Medical Practice,4387,Danderhall Medical Practice,The Robertson Medical Centre,85 Newton Church Road,Danderhall,EH22 1LX,0131 654  1079,17J,N,S08000024,S37000018,S01011002,Midlothian
745,77271,Strathesk Medical Group,8702,Strathesk Medical Group,Health Centre,109-111 High Street,Bonnyrigg,EH19 2ET,0131 322  9333,17J,N,S08000024,S37000018,S01010983,Midlothian
746,77286,Loanhead Medical Practice,6077,Loanhead Medical Practice,Loanhead Centre,George Avenue,Loanhead,EH20 9LA,0131 440  0149,17J,N,S08000024,S37000018,S01010968,Midlothian
747,78010,Carmondean Medical Group,9629,Carmondean Medical Group,Carmondean Centre,Livingston,West Lothian,EH54 8PY,01506   836   300,17J,N,S08000024,S37000030,S01013350,West Lothian East
748,78024,East Calder Medical Practice,13189,East Calder Medical Practice,East Calder Health Centre,147 Main Street,East Calder,EH53 0EW,01506   882   882,17J,N,S08000024,S37000030,S01013297,West Lothian East
749,78062,Ferguson Medical Practice,6698,Ferguson Medical Practice,The Strathbrock Partnership Centre,189a West Main Street,Broxburn,EH52 5LH,01506   771   700,17J,N,S08000024,S37000030,S01013459,West Lothian East
750,78077,Newland Medical Practice,9221,Newland Medical Practice,Bathgate Primary Care Centre,Whitburn Road,Bathgate,EH48 2SS,01506   655   155,17J,N,S08000024,S37000030,S01013414,West Lothian West
751,78109,Lanrigg Medical Practice,2975,Lanrigg Medical Practice,Fauldhouse Partnership Centre,Lanrigg Road,Fauldhouse,EH47 9JD,01501   773   045,17J,N,S08000024,S37000030,S01013248,West Lothian West
752,78113,Linden Medical Practice,6675,Linden Medical Practice,Strathbrock Partnership Centre,189a West Main Street,Broxburn,EH52 5LH,01506   771   771,17J,N,S08000024,S37000030,S01013459,West Lothian East
753,78128,Kingsgate Medical Practice,8328,Kingsgate Medical Practice,Bathgate Primary Care Centre,Whitburn Road,Bathgate,EH48 2SS,01506   653   134,17J,N,S08000024,S37000030,S01013414,West Lothian West
754,78132,Simpson Medical Group,8742,Simpson Medical Group,Bathgate Primary Care Centre,Whitburn Road,Bathgate,EH48 2SS,01506   654   444,17J,N,S08000024,S37000030,S01013414,West Lothian West
755,78147,West Calder Medical Practice,9649,West Calder Medical Practice,West Calder Medical Centre,65 West End,West Calder,EH55 8EJ,01506   874   300,17J,N,S08000024,S37000030,S01013256,West Lothian West
756,78166,Linlithgow Group Medical Practice,15521,Linlithgow Group Medical Practice,Linlithgow Health Centre,288 High Street,Linlithgow,EH49 7ER,01506   670   027,17J,N,S08000024,S37000030,S01013444,West Lothian East
757,78171,South Queensferry Medical Practice,12578,South Queensferry Medical Practice,41 The Loan,South Queensferry,"",EH30 9HA,0131 537  4407,17C,N,S08000024,S37000012,S01009008,Edinburgh North West - Tower
758,78190,Whitburn Group Medical Practice,12638,Whitburn Group Medical Practice,Whitburn Health Centre,1 Weavers Lane,Whitburn,EH47 0SD,01501   740   297,17J,N,S08000024,S37000030,S01013376,West Lothian West
759,78241,Barbauchlaw Medical Practice,13087,Barbauchlaw Medical Practice,18 North Street,Armadale,West Lothian,EH48 3QB,01501   730   432,17J,N,S08000024,S37000030,S01013388,West Lothian West
760,78255,Howden Health Centre,12264,Howden Health Centre,Howden Road West,Livingston,West Lothian,EH54 6TP,01506   423   800,17J,N,S08000024,S37000030,S01013309,West Lothian East
761,78260,Dedridge Medical Group,9977,Dedridge Medical Group,Dedridge Health Centre,"Nigel Rise, Dedridge",Livingston,EH54 6QQ,01506   414   586,17J,N,S08000024,S37000030,S01013278,West Lothian East
762,78306,The Wood Medical Practice,7707,The Wood Medical Practice,The Strathbrock Partnership Centre,189a West Main Street,Broxburn,EH52 5LH,01506   771   800,17J,N,S08000024,S37000030,S01013459,West Lothian East
763,78311,The Craigshill Partnership,8688,The Craigshill Partnership,Craigshill Health Centre,Craigshill Road,Livingston,EH54 5DY,01506   432   621,17J,N,S08000024,S37000030,S01013306,West Lothian East
764,78330,Ashgrove Group Practice,7266,Ashgrove Group Practice,Blackburn Partnership Centre,Ashgrove,Blackburn,EH47 7LL,01506   657   130,17J,N,S08000024,S37000030,S01013358,West Lothian West
765,78344,Murieston Medical Practice,6291,Murieston Medical Practice,Hamilton Square,Murieston South,Livingston,EH54 9JZ,01506   461   464,17C,N,S08000024,S37000030,S01013274,West Lothian East
766,78359,Almond Group Practice,10068,Almond Group Practice,Kirkliston Health Centre,50 The Glebe,Kirkliston,EH29 9AS,01506   890   210,17J,N,S08000024,S37000012,S01008999,West Lothian East
767,78397,Barclay Medical Practice,12523,Barclay Medical Practice,Carmondean Health Centre,Livingston,West Lothian,EH54 8PY,01506   836   333,17J,N,S08000024,S37000030,S01013350,West Lothian East
768,78414,Barclay Medical Practice-Fauldhouse,5279,Barclay Medical Practice-Fauldhouse,Fauldhouse Partnership Centre,Lanrigg Road,Fauldhouse,EH47 9JD,01501   773   020,17J,N,S08000024,S37000030,S01013248,West Lothian West
769,80005,South Beach Medical Centre,8537,South Beach Medical Centre,8 Harbour Street,Ardrossan,Ayrshire,KA22 8BS,01294   463   011,17J,N,S08000015,S37000020,S01011243,Three Towns Cluster
770,80010,Central Avenue Surgery,4149,Central Avenue Surgery,The Health Centre,6 Central Avenue,Ardrossan,KA22 7DX,01294   463   838,17J,N,S08000015,S37000020,S01011253,Three Towns Cluster
771,80058,Tam's Brig Surgery,7947,Tam's Brig Surgery,107 New Road,Ayr,Ayrshire,KA8 8DD,01292   262   697,17J,N,S08000015,S37000027,S01012487,Ayr & Prestwick Cluster
772,80062,The Surgery,5212,The Surgery,9 Alloway Place,Ayr,Ayrshire,KA7 2AQ,01292   611   835,17J,N,S08000015,S37000027,S01012482,Ayr & Prestwick Cluster
773,80077,Dalblair Medical Practice,2252,Dalblair Medical Practice,56 Dalblair Road,Ayr,Ayrshire,KA7 1UQ,01292   267   432,17J,N,S08000015,S37000027,S01012482,Ayr & Prestwick Cluster
774,80081,Barns Medical Practice,9338,Barns Medical Practice,40 Dalblair Road,Ayr,Ayrshire,KA7 1UL,01292   281   439,17J,N,S08000015,S37000027,S01012482,Ayr & Prestwick Cluster
775,80096,Racecourse Road Medical Group,8375,Racecourse Road Medical Group,3 Racecourse Road,Ayr,Ayrshire,KA7 2DF,01292   886   622,17J,N,S08000015,S37000027,S01012484,Ayr & Prestwick Cluster
776,80109,The Cathcart Street Medical Practice,7690,The Cathcart Street Medical Practice,8 Cathcart Street,AYR,AYRSHIRE,KA7 1BJ,01292   264   051,17J,N,S08000015,S37000027,S01012481,Ayr & Prestwick Cluster
777,80113,The Fullarton Medical Practice,8161,The Fullarton Medical Practice,40 Dalblair Road,AYR,AYRSHIRE,KA7 1UL,01292   264   260,17J,N,S08000015,S37000027,S01012482,Ayr & Prestwick Cluster
778,80132,Ballantrae Medical Practice,1562,Ballantrae Medical Practice,30 Main Street,Ballantrae,Ayrshire,KA26 0NB,01465   831   302,17C,Y,S08000015,S37000027,S01012417,Maybole & Girvan Cluster
779,80147,Beith Health Centre GP Practice,5929,Beith Health Centre GP Practice,Beith Health Centre,Reform Street,Beith,KA15 2AE,01505   502   888,17J,N,S08000015,S37000020,S01011352,Garnock Valley Cluster
780,80166,Crosshouse Medical Practice,3833,Crosshouse Medical Practice,Crosshouse Resource Centre,Annandale Gardens,Crosshouse,KA2 0LE,01563   521   506,17J,N,S08000015,S37000008,S01008027,Kilmarnock Cluster
781,80171,Tanyard Medical Practice,13690,Tanyard Medical Practice,The Health Centre,2 Tanyard,Cumnock,KA18 1BF,01290   421   157,17J,N,S08000015,S37000008,S01007918,Cumnock Cluster
782,80185,Dailly Medical Practice,1352,Dailly Medical Practice,The Surgery,"Back Road, Dailly",AYRSHIRE,KA26 9SH,01465   811   224,17J,Y,S08000015,S37000027,S01012420,Maybole & Girvan Cluster
783,80202,Dalmellington Medical Practice,3517,Dalmellington Medical Practice,Dalmellington Area Centre,33 Main Street,Dalmellington,KA6 7QL,01292   550   238,17C,N,S08000015,S37000008,S01007874,Doon Valley Cluster
784,80217,Dalry Medical Practice,6128,Dalry Medical Practice,The Health Centre,50 Vennel Street,Dalry,KA24 4AF,01294   832   523,17J,N,S08000015,S37000020,S01011302,Garnock Valley Cluster
785,80255,Dundonald Medical Practice,5440,Dundonald Medical Practice,9 Main Street,Dundonald,Ayrshire,KA2 9HF,01563   850   496,17J,N,S08000015,S37000027,S01012547,"Irvine, Kilwinning, Dundonald"
786,80260,Galston Medical Practice,6096,Galston Medical Practice,5a Henrietta Street,Galston,AYRSHIRE,KA4 8HW,01563   820   424,17J,N,S08000015,S37000008,S01007952,Irvine Valley
787,80274,Girvan Riverside Medical Practice,4278,"Drs McMaster, Brooksbank & McKelvey",Girvan Community Hospital,Bridgemill,Girvan,KA26 9HQ,01465   713    343,17J,N,S08000015,S37000027,S01012433,Maybole & Girvan Cluster
788,80289,Dr McCulloch & Partners,3725,Dr McCulloch & Partners,Girvan Community Hospital,Bridgemill,Girvan,KA26 9HQ,01465   712   281,17J,N,S08000015,S37000027,S01012433,Maybole & Girvan Cluster
789,80306,Bourtreehill Medical Practice,9112,Bourtreehill Medical Practice,The Health Centre,Cheviot Way,Irvine,KA11 1JU,01294   211   993,17J,N,S08000015,S37000020,S01011196,"Irvine, Kilwinning, Dundonald"
790,80330,Eglinton Family Practice,6108,Eglinton Family Practice,Ayrshire Central Hospital,Kilwinning Road,Irvine,KA12 8TJ,01294   279   178,17J,N,S08000015,S37000020,S01011213,"Irvine, Kilwinning, Dundonald"
791,80344,Townhead Surgery,12184,Townhead Surgery,6/8 High Street,Irvine,AYRSHIRE,KA12 0AY,01294   441    441,17J,N,S08000015,S37000020,S01011228,"Irvine, Kilwinning, Dundonald"
792,80363,Kilbirnie Medical Practice,7601,Kilbirnie Medical Practice,Kilbirnie Health Centre,2 Kirkland Road,Kilbirnie,KA25 6HS,01505   683    591,17J,N,S08000015,S37000020,S01011347,Garnock Valley Cluster
793,80378,Marnock Medical Group,17358,Marnock Medical Group,12 London Road,Kilmarnock,Ayrshire,KA3 7AE,01563   523   593,17J,N,S08000015,S37000008,S01007979,Kilmarnock Cluster
794,80397,Holmhead Medical Practice,10941,31 Portland Road,Kilmarnock,"","",KA1 2DJ,01563   522   118,17C,N,S08000015,S37000008,S01008013,Kilmarnock Cluster
795,80400,The Wards Medical Centre,11857,The Wards Medical Centre,25 Dundonald Road,Kilmarnock,Ayrshire,KA1 1RU,01563   526   514,17J,N,S08000015,S37000008,S01008012,Kilmarnock Cluster
796,80414,The Surgery,8727,The Surgery,Old Irvine Road Surgery,4/6 Old Irvine Road,Kilmarnock,KA1 2BD,01563   522   413,17J,N,S08000015,S37000008,S01008013,Kilmarnock Cluster
797,80467,Carrick Medical Practice,3482,Carrick Medical Practice,"The Surgery, The Health Centre",6 High Street,Maybole,KA19 7BY,01655   882   278,17J,N,S08000015,S37000027,S01012439,Maybole & Girvan Cluster
798,80491,Maybole Medical Practice,4038,Maybole Medical Practice,"The Surgery, The Health Centre",6 High Street,Maybole,KA19 7BY,01655   882   708,17J,N,S08000015,S37000027,S01012439,Maybole & Girvan Cluster
799,80518,Valley Medical Practice,3811,Valley Medical Practice,67 Afton Bridgend,New Cumnock,Ayrshire,KA18 4BA,01290   338   242,17J,N,S08000015,S37000008,S01007906,Cumnock Cluster
800,80522,Riverside Medical Practice,4087,Riverside Medical Practice,1 Doonside Avenue,Patna,AYRSHIRE,KA6 7LX,01292   532    500,17C,N,S08000015,S37000008,S01007877,Doon Valley Cluster
801,80537,Station Road Medical Practice,10373,Station Road Medical Practice,2 Station Road,Prestwick,Ayrshire,KA9 1AQ,01292   671   444,17J,N,S08000015,S37000027,S01012518,Ayr & Prestwick Cluster
802,80541,Kirkhall Surgery,6904,Kirkhall Surgery,4 Alexandra Avenue,Prestwick,Ayrshire,KA9 1AW,01292   476   626,17J,N,S08000015,S37000027,S01012524,Ayr & Prestwick Cluster
803,80556,Saltcoats Group Practice,10448,Saltcoats Group Practice,The Health Centre,17/19 Raise Street,Saltcoats,KA21 5LX,01294   605   141,17J,N,S08000015,S37000020,S01011239,Three Towns Cluster
804,80561,Dr Rai's Practice,4098,Dr Rai's Practice,37a The Lane,Skelmorlie,AYRSHIRE,PA17 5AR,01475   520   248,17J,N,S08000015,S37000020,S01011337,North Ayrshire Including Islands Cluster
805,80594,Stewarton Medical Practice,10750,Stewarton Medical Practice,The Health Centre,45 High Street,Stewarton,KA3 5BP,01560   482   011,17J,N,S08000015,S37000008,S01007935,Irvine Valley
806,80607,Templehill Surgery,10873,Templehill Surgery,23 Templehill,Troon,Ayrshire,KA10 6BQ,01292   312   012,17J,N,S08000015,S37000027,S01012566,Troon Cluster
807,80611,Portland Surgery Troon,7302,Portland Surgery Troon,"",1 Dukes Road,Troon,KA10 6QR,01292   312   489,17J,N,S08000015,S37000027,S01012566,Troon Cluster
808,80679,Cumbrae Medical Practice,1191,Cumbrae Medical Practice,Garrison House,College Street,Millport,KA28 0DE,01475   531    400,17C,N,S08000015,S37000020,S01011327,North Ayrshire Including Islands Cluster
809,80698,Frew Terrace Surgery,11431,Frew Terrace Surgery,9 Frew Terrace,Irvine,Ayrshire,KA12 9DY,01294   272   326,17J,N,S08000015,S37000020,S01011219,"Irvine, Kilwinning, Dundonald"
810,80701,Stevenston Group Practice,4606,Stevenston Group Practice,The Health Centre,20 Main Street,Stevenston,KA20 3AB,01294   464   413,17J,N,S08000015,S37000020,S01011268,Three Towns Cluster
811,80720,Taiglum Medical Practice,8917,Taiglum Medical Practice,Drongan Centre,Mill Of Shields Road,Drongan,KA6 7AY,01292   591   345,17C,N,S08000015,S37000008,S01007889,Doon Valley Cluster
812,80749,Ballochmyle Medical Group,8755,Ballochmyle Medical Group,The Clinic,Institute Avenue,Catrine,KA5 6RU,01290   456   001,17C,N,S08000015,S37000008,S01007885,Cumnock Cluster
813,80753,Kilwinning Medical Practice,12262,Kilwinning Medical Practice,15 Almswall Road,Kilwinning,Ayrshire,KA13 6BL,01294   554    591,17J,N,S08000015,S37000020,S01011294,"Irvine, Kilwinning, Dundonald"
814,80768,Oxenward Surgery,4399,Oxenward Surgery,3 Oxenward Road,Kilwinning,Ayrshire,KA13 6EH,01294   551   555,17J,N,S08000015,S37000020,S01011294,"Irvine, Kilwinning, Dundonald"
815,80772,Auchinleck Surgery,2903,Auchinleck Surgery,The Health Centre,Main Street,Auchinleck,KA18 2AY,01290   424    713,17J,N,S08000015,S37000008,S01007922,Cumnock Cluster
816,80787,Loudoun Medical Practice,7300,Lochore Terrace,Darvel,"","",KA17 0HD,01560   320   205,17J,N,S08000015,S37000008,S01007944,Irvine Valley
817,80842,Bankfield Medical Practice,6336,Bankfield Medical Practice,148 Dalmellington Road,Ayr,Ayrshire,KA7 3PR,01292   264   080,17C,N,S08000015,S37000027,S01012463,Ayr & Prestwick Cluster
818,80857,Largs Medical Group,13356,Largs Medical Group,Brooksby Medical & Resource Centre,31 Brisbane Road,Largs,KA30 8LH,01475   674   545,17J,N,S08000015,S37000020,S01011329,North Ayrshire Including Islands Cluster
819,80861,Challenging Behaviour Service,36,Primary Care Store,"Cassillis House, Ailsa Hospital",DALMELLINGTON ROAD,AYR,KA6 6AB,01563   578    653,2C,N,S08000015,S37000027,S01012444,Ayrshire & Arran Undefined
820,80908,Portland Medical Practice,10491,Portland Medical Practice,34 Portland Road,Kilmarnock,Ayrshire,KA1 2DL,"",17C,N,S08000015,S37000008,S01008013,Kilmarnock Cluster
821,80927,Arran Medical Group,5048,Arran Medical Group,The Medical Centre,Lamlash,Isle of Arran,KA27 8NS,"",17C,Y,S08000015,S37000020,S01011175,North Ayrshire Including Islands Cluster
822,81012,Ayrshire Medical Group,12453,Ayrshire Medical Group,The Health Centre,20 Main Street,Stevenston,KA20 3AB,01294   464   141,17J,N,S08000015,S37000020,S01011268,Three Towns Cluster
823,84006,Dr Lorna M Macgregor & Partner,811,Dr Lorna M Macgregor & Partner,Port Appin Surgery,Port Appin,Argyll,PA38 4DE,01631   730   271,17J,Y,S08000022,S37000004,S01007304,Highland Subset 1
824,84030,"Drs Lazarus, Norrie, Villalba Munoz, Anderson, McGovern, Toledo Ravelo, Cook, Terry & Bartos",6090,Campbeltown Medical Practice,The Health Centre,Stewart Road,Campbeltown,PA28 6AT,01586   552   105,17J,N,S08000022,S37000004,S01007339,Highland Subset 3
825,84063,Dr Malcolm R Elder,577,Dr Malcolm R Elder,The Carradale Surgery,Carradale,Argyll,PA28 6QG,01583   431   376,17J,Y,S08000022,S37000004,S01007330,Highland Subset 3
826,84097,Dr C O'Neill,174,Dr C O'Neill,Coll Medical Practice,Arinagour,Isle of Coll,PA78 6SY,01879   230   326,17J,Y,S08000022,S37000004,S01007284,Highland Subset 2
827,84129,Scalasaig Medical Practice,140,Scalasaig Medical Practice,Colonsay Surgery,Scalasaig,Isle of Colonsay,PA61 7YW,01951   200   328,17J,Y,S08000022,S37000004,S01007324,Highland Subset 2
828,84191,Taynuilt Medical Practice,5210,Taynuilt Medical Practice,The Surgery,Connel,Argyll,PA37 1PH,01631   710   229,17J,Y,S08000022,S37000004,S01007301,Highland Subset 1
829,84237,"Drs Hall, Brennan & McLaughlin",4222,"Drs Hall, Brennan & McLaughlin",246 Argyll Street,Dunoon,Argyll,PA23 7HW,01369   703   252,17J,N,S08000022,S37000004,S01007367,Highland Subset 5
830,84241,Church Street Surgery,4086,Church Street Surgery,30 Church Street,Dunoon,Argyll,PA23 8BG,01369   703   482,17J,N,S08000022,S37000004,S01007367,Highland Subset 5
831,84256,Cowal Medical Practice,2885,Cowal Medical Practice,246 Argyll St,Dunoon,Argyll,PA23 7HW,01369   703   279,17J,N,S08000022,S37000004,S01007367,Highland Subset 5
832,84275,Easdale Medical Practice,1048,Easdale Medical Practice,The Surgery,Clachan Seil,Isle of Seil,PA34 4TL,01852   300   223,17J,Y,S08000022,S37000004,S01007310,Highland Subset 1
833,84307,The Furnace/Inveraray Surgery,1184,The Furnace/Inveraray Surgery,Furnace,Argyll,"",PA32 8XN,01499   500   207,17J,N,S08000022,S37000004,S01007312,Highland Subset 3
834,84331,Bowmore Medical Practice,1247,Bowmore Medical Practice,Islay Hospital,Gortonvogie Road,"Bowmore, Isle of Islay",PA43 7JD,01496   301   039,17J,N,S08000022,S37000004,S01007327,Highland Subset 4
835,84345,Port Ellen Surgery,1309,Geirhilda,Back Road,Port Ellen,Isle of Islay,PA42 7DR,01496   302   103,17J,Y,S08000022,S37000004,S01007328,Highland Subset 4
